Baker County,Oregon,Baker County Clerk,541-523-8207,http://www.bakercounty.org/clerks/elections.html,ocd-division/country:us/state:or/county:baker
Benton County,Oregon,Benton County Clerk,541-766-6756,http://www.co.benton.or.us/admin/elections/,ocd-division/country:us/state:or/county:benton
Clackamas County,Oregon,Clackamas County Clerk,503-655-8510,http://www.clackamas.us/elections/,ocd-division/country:us/state:or/county:clackamas
Clatsop County,Oregon,Clatsop County Clerk,503-325-8511,http://www.co.clatsop.or.us/default.asp?deptid=2&pageid=8,ocd-division/country:us/state:or/county:clatsop
Columbia County,Oregon,Columbia County Clerk,503-397-7214,http://www.co.columbia.or.us/departments/elections-department/elections-home,ocd-division/country:us/state:or/county:columbia
Coos County,Oregon,Coos County Clerk,541-396-7610,http://www.co.coos.or.us/Departments/CountyClerk.aspx,ocd-division/country:us/state:or/county:coos
Crook County,Oregon,Crook County Clerk,541-447-6553,http://www.co.crook.or.us/Departments/CountyClerk/tabid/88/Default.aspx,ocd-division/country:us/state:or/county:crook
Curry County,Oregon,Curry County Clerk,541-247-3297,http://www.co.curry.or.us/Departments/Elections,ocd-division/country:us/state:or/county:curry
Deschutes County,Oregon,Deschutes County Clerk,541-388-6546,http://www.deschutes.org/Clerks-Office.aspx,ocd-division/country:us/state:or/county:deschutes
Douglas County,Oregon,Douglas County Clerk,541-440-4252,http://www.co.douglas.or.us/clerk/,ocd-division/country:us/state:or/county:douglas
Gilliam County,Oregon,Gilliam County Clerk,541-384-2311,http://www.co.gilliam.or.us/departments/clerk/index.html,ocd-division/country:us/state:or/county:gilliam
Grant County,Oregon,Grant County Clerk,541-575-1675,http://www.gcoregonlive2.com/svc_display.php/526,ocd-division/country:us/state:or/county:grant
Harney County,Oregon,Harney County Clerk,541-573-6641,http://www.co.harney.or.us/elections.html,ocd-division/country:us/state:or/county:harney
Hood River County,Oregon,Hood River County Clerk,541-386-1442,http://www.co.hood-river.or.us/index.asp?Type=B_BASIC&SEC=%7b15637FD7-5185-426A-8FCF-6EA6F4BF169C%7d,""
Jackson County,Oregon,Jackson County Clerk,541-774-6148,http://www.co.jackson.or.us/SectionIndex.asp?SectionID=8,ocd-division/country:us/state:or/county:jackson
Jefferson County,Oregon,Jefferson County Clerk,541-475-4451,http://www.co.jefferson.or.us/ElectedOfficials/CountyClerk/Elections/tabid/1421/Default.aspx,ocd-division/country:us/state:or/county:jefferson
Josephine County,Oregon,Josephine County Clerk,541-474-5243,http://www.co.josephine.or.us/SectionIndex.asp?SectionID=110,ocd-division/country:us/state:or/county:josephine
Klamath County,Oregon,Klamath County Clerk,541-883-5157,http://www.klamathcounty.org/,ocd-division/country:us/state:or/county:klamath
Lake County,Oregon,Lake County Clerk,541-947-6006,http://www.lakecountyor.org/government/county_clerk.php,ocd-division/country:us/state:or/county:lake
Lane County,Oregon,Lane County Clerk,541-682-4234,http://www.co.lane.or.us/elections,ocd-division/country:us/state:or/county:lane
Lincoln County,Oregon,Lincoln County Clerk,541-265-4131,http://www.co.lincoln.or.us/clerk,ocd-division/country:us/state:or/county:lincoln
Linn County,Oregon,Linn County Clerk,541-967-3831,http://www.co.linn.or.us/clerk.htm,ocd-division/country:us/state:or/county:linn
Malheur County,Oregon,Malheur County Clerk,541-473-5151,http://www.malheurco.org/countyclerk,ocd-division/country:us/state:or/county:malheur
Marion County,Oregon,Marion County Clerk,,http://www.co.marion.or.us/co/elections,ocd-division/country:us/state:or/county:marion
Morrow County,Oregon,Morrow County Clerk,541-676-5604,http://morrowcountyoregon.com/?page_id=13,ocd-division/country:us/state:or/county:morrow
Multnomah County,Oregon,Multnomah County Clerk,503-988-3720,http://www.mcelections.org/,ocd-division/country:us/state:or/county:multnomah
Polk County,Oregon,Polk County Clerk,503-623-9217,http://www.co.polk.or.us/Clerk,ocd-division/country:us/state:or/county:polk
Sherman County,Oregon,Sherman County Clerk,541-565-3606,http://www.sherman-county.com/govt_clerk.asp,ocd-division/country:us/state:or/county:sherman
Tillamook County,Oregon,Tillamook County Clerk,503-842-3402,http://www.co.tillamook.or.us/gov/Clerk/default.htm,ocd-division/country:us/state:or/county:tillamook
Umatilla County,Oregon,Umatilla County Clerk,541-278-6254,http://www.co.umatilla.or.us/elections/index.html,ocd-division/country:us/state:or/county:umatilla
Union County,Oregon,Union County Clerk,541-963-1006,http://www.union-county.org/,ocd-division/country:us/state:or/county:union
Wallowa County,Oregon,Wallowa County Clerk,541-426-4543,http://www.co.wallowa.or.us/administration/clerk/index.html,ocd-division/country:us/state:or/county:wallowa
Wasco County,Oregon,Wasco County Clerk,541-506-2530,http://www.co.wasco.or.us/county/dept_clerk_elections.cfm,ocd-division/country:us/state:or/county:wasco
Washington County,Oregon,Washington County Clerk,503-846-5800,http://www.co.washington.or.us/elections/,ocd-division/country:us/state:or/county:washington
Wheeler County,Oregon,Wheeler County Clerk,541-763-2400,http://www.wheelercountyoregon.com/,ocd-division/country:us/state:or/county:wheeler
